,gene_symbols
ENSG00000064393,HIPK2
ENSG00000088538,DOCK3
ENSG00000272168,CASC15
ENSG00000269404,SPIB
ENSG00000131979,GCH1
ENSG00000162944,RFTN2
ENSG00000100629,CEP128
ENSG00000104760,FGL1
ENSG00000153291,SLC25A27
ENSG00000131153,GINS2
ENSG00000165102,HGSNAT
ENSG00000116147,TNR
ENSG00000061938,TNK2
ENSG00000104112,SCG3
ENSG00000106333,PCOLCE
ENSG00000158985,CDC42SE2
ENSG00000142700,DMRTA2
ENSG00000051108,HERPUD1
ENSG00000058404,CAMK2B
ENSG00000026508,CD44
ENSG00000167614,TTYH1
ENSG00000116205,TCEANC2
ENSG00000147257,GPC3
ENSG00000125482,TTF1
ENSG00000147400,CETN2
ENSG00000169087,HSPBAP1
ENSG00000109063,MYH3
ENSG00000006831,ADIPOR2
ENSG00000224843,LINC00240
ENSG00000170954,ZNF415
ENSG00000198804,MT-CO1
ENSG00000008083,JARID2
ENSG00000181016,LSMEM1
ENSG00000112394,SLC16A10
ENSG00000142945,KIF2C
ENSG00000128591,FLNC
ENSG00000146587,RBAK
ENSG00000162771,FAM71A
ENSG00000198399,ITSN2
ENSG00000146648,EGFR
ENSG00000124374,PAIP2B
ENSG00000126804,ZBTB1
ENSG00000099256,PRTFDC1
ENSG00000175787,ZNF169
ENSG00000123836,PFKFB2
ENSG00000108984,MAP2K6
ENSG00000155903,RASA2
ENSG00000186318,BACE1
ENSG00000057704,TMCC3
ENSG00000166313,APBB1
ENSG00000142089,IFITM3
ENSG00000141543,EIF4A3
ENSG00000021300,PLEKHB1
ENSG00000146232,NFKBIE
ENSG00000004838,ZMYND10
ENSG00000120729,MYOT
ENSG00000013297,CLDN11
ENSG00000169715,MT1E
ENSG00000241295,ZBTB20-AS2
ENSG00000171295,ZNF440
ENSG00000105251,SHD
ENSG00000091536,MYO15A
ENSG00000042088,TDP1
ENSG00000198625,MDM4
ENSG00000146094,DOK3
ENSG00000157890,MEGF11
ENSG00000166407,LMO1
ENSG00000176208,ATAD5
ENSG00000135069,PSAT1
ENSG00000167703,SLC43A2
ENSG00000138081,FBXO11
ENSG00000102109,PCSK1N
ENSG00000126368,NR1D1
ENSG00000134243,SORT1
ENSG00000059804,SLC2A3
ENSG00000077150,NFKB2
ENSG00000167613,LAIR1
ENSG00000115919,KYNU
ENSG00000167202,TBC1D2B
ENSG00000188033,ZNF490
ENSG00000184060,ADAP2
ENSG00000115421,PAPOLG
ENSG00000106341,PPP1R17
ENSG00000164180,TMEM161B
ENSG00000158716,DUSP23
ENSG00000125968,ID1
ENSG00000138696,BMPR1B
ENSG00000119280,C1orf198
ENSG00000027075,PRKCH
ENSG00000229453,SPINK8
ENSG00000070540,WIPI1
ENSG00000145936,KCNMB1
ENSG00000168505,GBX2
ENSG00000186007,LEMD1
ENSG00000177807,KCNJ10
ENSG00000126883,NUP214
ENSG00000082438,COBLL1
ENSG00000137267,TUBB2A
ENSG00000100336,APOL4
ENSG00000145920,CPLX2
ENSG00000170234,PWWP2A
ENSG00000109861,CTSC
ENSG00000247746,USP51
ENSG00000169288,MRPL1
ENSG00000140067,FAM181A
ENSG00000105894,PTN
ENSG00000099219,ERMP1
ENSG00000004939,SLC4A1
ENSG00000271605,MILR1
ENSG00000185477,GPRIN3
ENSG00000131196,NFATC1
ENSG00000105784,RUNDC3B
ENSG00000170160,CCDC144A
ENSG00000198948,MFAP3L
ENSG00000186918,ZNF395
ENSG00000176170,SPHK1
ENSG00000167664,TMIGD2
ENSG00000117477,CCDC181
ENSG00000100311,PDGFB
ENSG00000170949,ZNF160
ENSG00000173786,CNP
ENSG00000186272,ZNF17
ENSG00000167565,SERTAD3
ENSG00000152518,ZFP36L2
ENSG00000099958,DERL3
ENSG00000198879,SFMBT2
ENSG00000213139,CRYGS
ENSG00000168566,SNRNP48
ENSG00000162998,FRZB
ENSG00000170004,CHD3
ENSG00000187240,DYNC2H1
ENSG00000177034,MTX3
ENSG00000151692,RNF144A
ENSG00000022567,SLC45A4
ENSG00000055483,USP36
ENSG00000272841,RP3-428L16.2
ENSG00000127364,TAS2R4
ENSG00000174130,TLR6
ENSG00000165300,SLITRK5
ENSG00000072201,LNX1
ENSG00000131095,GFAP
ENSG00000185278,ZBTB37
ENSG00000096968,JAK2
ENSG00000137441,FGFBP2
ENSG00000245526,LINC00461
ENSG00000141338,ABCA8
ENSG00000124920,MYRF
ENSG00000144655,CSRNP1
ENSG00000165997,ARL5B
ENSG00000214140,PRCD
ENSG00000134222,PSRC1
ENSG00000154803,FLCN
ENSG00000090565,RAB11FIP3
ENSG00000187608,ISG15
ENSG00000005108,THSD7A
ENSG00000247828,TMEM161B-AS1
ENSG00000141447,OSBPL1A
ENSG00000189067,LITAF
ENSG00000198886,MT-ND4
ENSG00000002587,HS3ST1
ENSG00000138078,PREPL
ENSG00000165572,KBTBD6
ENSG00000136859,ANGPTL2
ENSG00000214367,HAUS3
ENSG00000168899,VAMP5
ENSG00000112902,SEMA5A
ENSG00000135452,TSPAN31
ENSG00000010030,ETV7
ENSG00000231721,LINC-PINT
ENSG00000122862,SRGN
ENSG00000156113,KCNMA1
ENSG00000104368,PLAT
ENSG00000144040,SFXN5
ENSG00000255823,MTRNR2L8
ENSG00000146072,TNFRSF21
ENSG00000213903,LTB4R
ENSG00000166482,MFAP4
ENSG00000157106,SMG1
ENSG00000114126,TFDP2
ENSG00000144909,OSBPL11
ENSG00000121281,ADCY7
ENSG00000168913,ENHO
ENSG00000129534,MIS18BP1
ENSG00000166478,ZNF143
ENSG00000156011,PSD3
ENSG00000133048,CHI3L1
ENSG00000139679,LPAR6
ENSG00000175874,CREG2
ENSG00000134690,CDCA8
ENSG00000091656,ZFHX4
ENSG00000169826,CSGALNACT2
ENSG00000123095,BHLHE41
ENSG00000171786,NHLH1
ENSG00000035928,RFC1
ENSG00000253293,HOXA10
ENSG00000112559,MDFI
ENSG00000144908,ALDH1L1
ENSG00000166292,TMEM100
ENSG00000185650,ZFP36L1
ENSG00000173451,THAP2
ENSG00000154175,ABI3BP
ENSG00000204301,NOTCH4
ENSG00000279816,AC010287.1
ENSG00000231764,DLX6-AS1
ENSG00000163959,SLC51A
ENSG00000173598,NUDT4
ENSG00000106034,CPED1
ENSG00000079102,RUNX1T1
ENSG00000131981,LGALS3
ENSG00000067066,SP100
ENSG00000185404,SP140L
ENSG00000104998,IL27RA
ENSG00000132510,KDM6B
ENSG00000070814,TCOF1
ENSG00000087495,PHACTR3
ENSG00000145990,GFOD1
ENSG00000244242,IFITM10
ENSG00000196705,ZNF431
ENSG00000127084,FGD3
ENSG00000106701,FSD1L
ENSG00000101040,ZMYND8
ENSG00000125347,IRF1
ENSG00000180447,GAS1
ENSG00000144230,GPR17
ENSG00000188229,TUBB4B
ENSG00000033122,LRRC7
ENSG00000157240,FZD1
ENSG00000132718,SYT11
ENSG00000051825,MPHOSPH9
ENSG00000136319,TTC5
ENSG00000170525,PFKFB3
ENSG00000163644,PPM1K
ENSG00000135972,MRPS9
ENSG00000152404,CWF19L2
ENSG00000174804,FZD4
ENSG00000196547,MAN2A2
ENSG00000147862,NFIB
ENSG00000137345,MOG
ENSG00000152503,TRIM36
ENSG00000184588,PDE4B
ENSG00000108639,SYNGR2
ENSG00000149257,SERPINH1
ENSG00000165821,SALL2
ENSG00000184408,KCND2
ENSG00000067798,NAV3
ENSG00000152229,PSTPIP2
ENSG00000117281,CD160
ENSG00000028277,POU2F2
ENSG00000143669,LYST
ENSG00000205927,OLIG2
ENSG00000177337,DLGAP1-AS1
ENSG00000140262,TCF12
ENSG00000174628,IQCK
ENSG00000148798,INA
ENSG00000169302,STK32A
ENSG00000179151,EDC3
ENSG00000152192,POU4F1
ENSG00000185811,IKZF1
ENSG00000164283,ESM1
ENSG00000079263,SP140
ENSG00000163513,TGFBR2
ENSG00000121933,TMIGD3
ENSG00000160255,ITGB2
ENSG00000121316,PLBD1
ENSG00000169583,CLIC3
ENSG00000163220,S100A9
ENSG00000268734,CTB-61M7.2
ENSG00000087253,LPCAT2
ENSG00000129450,SIGLEC9
ENSG00000118849,RARRES1
ENSG00000172716,SLFN11
ENSG00000179344,HLA-DQB1
ENSG00000029559,IBSP
ENSG00000164266,SPINK1
ENSG00000180425,C11orf71
ENSG00000124491,F13A1
ENSG00000178776,C5orf46
ENSG00000178789,CD300LB
ENSG00000163599,CTLA4
ENSG00000175294,CATSPER1
ENSG00000198734,F5
ENSG00000134339,SAA2
ENSG00000101049,SGK2
ENSG00000159189,C1QC
ENSG00000255737,AGAP2-AS1
ENSG00000011465,DCN
ENSG00000166527,CLEC4D
ENSG00000107796,ACTA2
ENSG00000229314,ORM1
ENSG00000227039,ITGB2-AS1
ENSG00000140600,SH3GL3
ENSG00000257017,HP
ENSG00000171051,FPR1
ENSG00000184144,CNTN2
ENSG00000108405,P2RX1
ENSG00000135426,TESPA1
ENSG00000012779,ALOX5
ENSG00000185905,C16orf54
ENSG00000225107,AC092484.1
ENSG00000239998,LILRA2
ENSG00000186818,LILRB4
ENSG00000171522,PTGER4
ENSG00000172349,IL16
ENSG00000171049,FPR2
ENSG00000128340,RAC2
ENSG00000181631,P2RY13
ENSG00000153064,BANK1
ENSG00000163393,SLC22A15
ENSG00000122679,RAMP3
ENSG00000151790,TDO2
ENSG00000134070,IRAK2
ENSG00000175538,KCNE3
ENSG00000007171,NOS2
ENSG00000156127,BATF
ENSG00000172543,CTSW
ENSG00000155926,SLA
ENSG00000163106,HPGDS
ENSG00000115009,CCL20
ENSG00000135604,STX11
ENSG00000179593,ALOX15B
ENSG00000197142,ACSL5
ENSG00000134198,TSPAN2
ENSG00000254415,SIGLEC14
ENSG00000215217,C5orf49
ENSG00000100453,GZMB
ENSG00000169439,SDC2
ENSG00000133055,MYBPH
ENSG00000268027,AC006129.2
ENSG00000137673,MMP7
ENSG00000110665,C11orf21
ENSG00000125538,IL1B
ENSG00000169442,CD52
ENSG00000114115,RBP1
ENSG00000145649,GZMA
ENSG00000108688,CCL7
ENSG00000102970,CCL17
ENSG00000104918,RETN
ENSG00000177989,ODF3B
ENSG00000150681,RGS18
ENSG00000158825,CDA
ENSG00000133110,POSTN
ENSG00000145335,SNCA
ENSG00000099985,OSM
ENSG00000138134,STAMBPL1
ENSG00000162739,SLAMF6
ENSG00000100298,APOBEC3H
ENSG00000110848,CD69
ENSG00000182866,LCK
ENSG00000110719,TCIRG1
ENSG00000136634,IL10
ENSG00000165140,FBP1
ENSG00000167261,DPEP2
ENSG00000155659,VSIG4
ENSG00000146070,PLA2G7
ENSG00000023445,BIRC3
ENSG00000166927,MS4A7
ENSG00000183878,UTY
ENSG00000124107,SLPI
ENSG00000170323,FABP4
ENSG00000172260,NEGR1
ENSG00000198821,CD247
ENSG00000158517,NCF1
ENSG00000169896,ITGAM
ENSG00000100146,SOX10
ENSG00000174123,TLR10
ENSG00000125735,TNFSF14
ENSG00000103569,AQP9
ENSG00000172005,MAL
ENSG00000078589,P2RY10
ENSG00000160654,CD3G
ENSG00000186407,CD300E
ENSG00000004848,ARX
ENSG00000183066,WBP2NL
ENSG00000116824,CD2
ENSG00000101160,CTSZ
ENSG00000009790,TRAF3IP3
ENSG00000163739,CXCL1
ENSG00000131203,IDO1
ENSG00000110934,BIN2
ENSG00000151948,GLT1D1
ENSG00000105851,PIK3CG
ENSG00000153714,LURAP1L
ENSG00000067715,SYT1
ENSG00000164692,COL1A2
ENSG00000173391,OLR1
ENSG00000211751,TRBC1
ENSG00000161944,ASGR2
ENSG00000075223,SEMA3C
ENSG00000102962,CCL22
ENSG00000198502,HLA-DRB5
ENSG00000153898,MCOLN2
ENSG00000111796,KLRB1
ENSG00000125726,CD70
ENSG00000187513,GJA4
ENSG00000141682,PMAIP1
ENSG00000169429,CXCL8
ENSG00000137462,TLR2
ENSG00000203710,CR1
ENSG00000125384,PTGER2
ENSG00000128422,KRT17
ENSG00000154678,PDE1C
ENSG00000142173,COL6A2
ENSG00000138378,STAT4
ENSG00000196352,CD55
ENSG00000130592,LSP1
ENSG00000154864,PIEZO2
ENSG00000169413,RNASE6
ENSG00000164120,HPGD
ENSG00000282608,ADORA3
ENSG00000184574,LPAR5
ENSG00000181790,ADGRB1
ENSG00000104972,LILRB1
ENSG00000118495,PLAGL1
ENSG00000126353,CCR7
ENSG00000184156,KCNQ3
ENSG00000111452,ADGRD1
ENSG00000169248,CXCL11
ENSG00000150048,CLEC1A
ENSG00000162894,FCMR
ENSG00000197629,MPEG1
ENSG00000162670,BRINP3
ENSG00000121797,CCRL2
ENSG00000204252,HLA-DOA
ENSG00000101017,CD40
ENSG00000146285,SCML4
ENSG00000113088,GZMK
ENSG00000215845,TSTD1
ENSG00000165457,FOLR2
ENSG00000159713,TPPP3
ENSG00000091106,NLRC4
ENSG00000161281,COX7A1
ENSG00000105609,LILRB5
ENSG00000166669,ATF7IP2
ENSG00000183484,GPR132
ENSG00000169245,CXCL10
ENSG00000167895,TMC8
ENSG00000135218,CD36
ENSG00000170430,MGMT
ENSG00000173200,PARP15
ENSG00000108622,ICAM2
ENSG00000136732,GYPC
ENSG00000172322,CLEC12A
ENSG00000163909,HEYL
ENSG00000146242,TPBG
ENSG00000178726,THBD
ENSG00000186517,ARHGAP30
ENSG00000122122,SASH3
ENSG00000175315,CST6
ENSG00000133800,LYVE1
ENSG00000132122,SPATA6
ENSG00000164972,C9orf24
ENSG00000042980,ADAM28
ENSG00000176381,PRR18
ENSG00000109321,AREG
ENSG00000070190,DAPP1
ENSG00000123689,G0S2
ENSG00000177575,CD163
ENSG00000106952,TNFSF8
ENSG00000249751,ECSCR
ENSG00000112303,VNN2
ENSG00000187474,FPR3
ENSG00000205426,KRT81
ENSG00000164741,DLC1
ENSG00000115232,ITGA4
ENSG00000108798,ABI3
ENSG00000130598,TNNI2
ENSG00000163520,FBLN2
ENSG00000204644,ZFP57
ENSG00000166825,ANPEP
ENSG00000061656,SPAG4
ENSG00000124731,TREM1
ENSG00000226264,HLA-DMB
ENSG00000198838,RYR3
ENSG00000124102,PI3
ENSG00000144668,ITGA9
ENSG00000141506,PIK3R5
ENSG00000168743,NPNT
ENSG00000170627,GTSF1
ENSG00000125879,OTOR
ENSG00000213145,CRIP1
ENSG00000128394,APOBEC3F
ENSG00000148826,NKX6-2
ENSG00000117091,CD48
ENSG00000106236,NPTX2
ENSG00000105889,STEAP1B
ENSG00000152766,ANKRD22
ENSG00000162747,FCGR3B
ENSG00000151062,CACNA2D4
ENSG00000197249,SERPINA1
ENSG00000100365,NCF4
ENSG00000239457,HLA-DOB
ENSG00000147488,ST18
ENSG00000050730,TNIP3
ENSG00000138678,GPAT3
ENSG00000105989,WNT2
ENSG00000162367,TAL1
ENSG00000049768,FOXP3
ENSG00000019991,HGF
ENSG00000130635,COL5A1
ENSG00000182168,UNC5C
ENSG00000165071,TMEM71
ENSG00000159167,STC1
ENSG00000183734,ASCL2
ENSG00000162444,RBP7
ENSG00000197943,PLCG2
ENSG00000012817,KDM5D
ENSG00000175471,MCTP1
ENSG00000136689,IL1RN
ENSG00000115165,CYTIP
ENSG00000205744,DENND1C
ENSG00000106123,EPHB6
ENSG00000181291,TMEM132E
ENSG00000139572,GPR84
ENSG00000115523,GNLY
ENSG00000000971,CFH
ENSG00000081237,PTPRC
ENSG00000077984,CST7
ENSG00000123329,ARHGAP9
ENSG00000105519,CAPS
ENSG00000171611,PTCRA
ENSG00000142621,FHAD1
ENSG00000196610,HLA-DQB2
ENSG00000166523,CLEC4E
ENSG00000104332,SFRP1
ENSG00000136960,ENPP2
ENSG00000139220,PPFIA2
ENSG00000174946,GPR171
ENSG00000196139,AKR1C3
ENSG00000136286,MYO1G
ENSG00000163347,CLDN1
ENSG00000114374,USP9Y
ENSG00000132286,TIMM10B
ENSG00000172403,SYNPO2
ENSG00000112799,LY86
ENSG00000273409,RP11-480C22.1
ENSG00000105509,HAS1
ENSG00000132359,RAP1GAP2
ENSG00000165474,GJB2
ENSG00000239713,APOBEC3G
ENSG00000138435,CHRNA1
ENSG00000105246,EBI3
ENSG00000020633,RUNX3
ENSG00000129465,RIPK3
ENSG00000074370,ATP2A3
ENSG00000178562,CD28
ENSG00000110079,MS4A4A
ENSG00000145147,SLIT2
ENSG00000125910,S1PR4
ENSG00000108700,CCL8
ENSG00000174807,CD248
ENSG00000124203,ZNF831
ENSG00000105967,TFEC
ENSG00000175857,GAPT
ENSG00000164023,SGMS2
ENSG00000185585,OLFML2A
ENSG00000151882,CCL28
ENSG00000136546,SCN7A
ENSG00000101445,PPP1R16B
ENSG00000111335,OAS2
ENSG00000168995,SIGLEC7
ENSG00000155307,SAMSN1
ENSG00000133574,GIMAP4
ENSG00000071991,CDH19
ENSG00000114013,CD86
ENSG00000211829,TRDC
ENSG00000115604,IL18R1
ENSG00000198851,CD3E
ENSG00000115252,PDE1A
ENSG00000152495,CAMK4
ENSG00000170893,TRH
ENSG00000137265,IRF4
ENSG00000163600,ICOS
ENSG00000134755,DSC2
ENSG00000204472,AIF1
ENSG00000105639,JAK3
ENSG00000245164,LINC00861
ENSG00000183019,MCEMP1
ENSG00000163563,MNDA
ENSG00000160791,CCR5
ENSG00000115956,PLEK
ENSG00000103522,IL21R
ENSG00000270069,MIR222HG
ENSG00000230148,HOXB-AS1
ENSG00000179144,GIMAP7
ENSG00000150782,IL18
ENSG00000101336,HCK
ENSG00000158714,SLAMF8
ENSG00000167286,CD3D
ENSG00000169397,RNASE3
ENSG00000159228,CBR1
ENSG00000021355,SERPINB1
ENSG00000168329,CX3CR1
ENSG00000180644,PRF1
ENSG00000164483,SAMD3
ENSG00000270164,LINC01480
ENSG00000174004,NRROS
ENSG00000187116,LILRA5
ENSG00000204490,TNF
ENSG00000165092,ALDH1A1
ENSG00000172215,CXCR6
ENSG00000129467,ADCY4
ENSG00000079931,MOXD1
ENSG00000139211,AMIGO2
ENSG00000026751,SLAMF7
ENSG00000179715,PCED1B
ENSG00000260314,MRC1
ENSG00000163735,CXCL5
ENSG00000182557,SPNS3
ENSG00000163519,TRAT1
ENSG00000167208,SNX20
ENSG00000169252,ADRB2
ENSG00000158473,CD1D
ENSG00000184293,CLECL1
ENSG00000164161,HHIP
ENSG00000134602,STK26
ENSG00000131042,LILRB2
ENSG00000163154,TNFAIP8L2
ENSG00000258227,CLEC5A
ENSG00000115828,QPCT
ENSG00000163288,GABRB1
ENSG00000213949,ITGA1
ENSG00000053438,NNAT
ENSG00000169508,GPR183
ENSG00000002933,TMEM176A
ENSG00000228058,RP11-552D4.1
ENSG00000135114,OASL
ENSG00000153283,CD96
ENSG00000198019,FCGR1B
ENSG00000105374,NKG7
ENSG00000147168,IL2RG
ENSG00000104043,ATP8B4
ENSG00000186074,CD300LF
ENSG00000197632,SERPINB2
ENSG00000054938,CHRDL2
ENSG00000138792,ENPEP
ENSG00000110324,IL10RA
ENSG00000164825,DEFB1
ENSG00000167851,CD300A
ENSG00000173762,CD7
ENSG00000141293,SKAP1
ENSG00000167207,NOD2
ENSG00000269220,LINC00528
ENSG00000121807,CCR2
ENSG00000181885,CLDN7
ENSG00000206468,UBD
ENSG00000123610,TNFAIP6
ENSG00000100985,MMP9
ENSG00000100385,IL2RB
ENSG00000163017,ACTG2
ENSG00000157551,KCNJ15
ENSG00000026103,FAS
ENSG00000161911,TREML1
ENSG00000211697,TRGV5
ENSG00000019169,MARCO
ENSG00000117009,KMO
ENSG00000196735,HLA-DQA1
ENSG00000166428,PLD4
ENSG00000188257,PLA2G2A
ENSG00000172116,CD8B
ENSG00000174600,CMKLR1
ENSG00000178860,MSC
ENSG00000151136,BTBD11
ENSG00000185551,NR2F2
ENSG00000133561,GIMAP6
ENSG00000105366,SIGLEC8
ENSG00000147443,DOK2
ENSG00000106483,SFRP4
ENSG00000179639,FCER1A
ENSG00000064201,TSPAN32
ENSG00000168542,COL3A1
ENSG00000176658,MYO1D
ENSG00000140968,IRF8
ENSG00000134242,PTPN22
ENSG00000007129,CEACAM21
ENSG00000138964,PARVG
ENSG00000187323,DCC
ENSG00000182511,FES
ENSG00000060558,GNA15
ENSG00000198947,DMD
ENSG00000100450,GZMH
ENSG00000175463,TBC1D10C
ENSG00000140030,GPR65
ENSG00000162723,SLAMF9
ENSG00000206301,HLA-DQA2
ENSG00000140563,MCTP2
ENSG00000125089,SH3TC1
ENSG00000110077,MS4A6A
ENSG00000169385,RNASE2
ENSG00000137752,CASP1
ENSG00000134873,CLDN10
ENSG00000171115,GIMAP8
ENSG00000157303,SUSD3
ENSG00000027869,SH2D2A
ENSG00000145777,TSLP
ENSG00000270123,VTRNA2-1
ENSG00000073861,TBX21
ENSG00000159618,ADGRG5
ENSG00000182578,CSF1R
ENSG00000134028,ADAMDEC1
ENSG00000072694,FCGR2B
ENSG00000074706,IPCEF1
ENSG00000186810,CXCR3
ENSG00000077420,APBB1IP
ENSG00000173917,HOXB2
ENSG00000171860,C3AR1
ENSG00000214212,C19orf38
ENSG00000186891,TNFRSF18
ENSG00000102245,CD40LG
ENSG00000104974,LILRA1
ENSG00000196218,RYR1
ENSG00000140678,ITGAX
ENSG00000152804,HHEX
ENSG00000104903,LYL1
ENSG00000169432,SCN9A
ENSG00000143546,S100A8
ENSG00000050555,LAMC3
ENSG00000132514,CLEC10A
ENSG00000146678,IGFBP1
ENSG00000137507,LRRC32
ENSG00000167642,SPINT2
ENSG00000135929,CYP27A1
ENSG00000022556,NLRP2
ENSG00000162493,PDPN
ENSG00000007264,MATK
ENSG00000198121,LPAR1
ENSG00000170962,PDGFD
ENSG00000159450,TCHH
ENSG00000121552,CSTA
ENSG00000165168,CYBB
ENSG00000154451,GBP5
ENSG00000254703,SENCR
ENSG00000150337,FCGR1A
ENSG00000056998,GYG2
ENSG00000173083,HPSE
ENSG00000134460,IL2RA
ENSG00000112299,VNN1
ENSG00000106078,COBL
ENSG00000073737,DHRS9
ENSG00000102854,MSLN
ENSG00000211772,TRBC2
ENSG00000135272,MDFIC
ENSG00000162639,HENMT1
ENSG00000115085,ZAP70
ENSG00000203747,FCGR3A
ENSG00000122367,LDB3
ENSG00000116031,CD207
ENSG00000148671,ADIRF
ENSG00000001617,SEMA3F
ENSG00000081479,LRP2
ENSG00000112562,SMOC2
ENSG00000171246,NPTX1
ENSG00000132031,MATN3
ENSG00000160801,PTH1R
ENSG00000012124,CD22
ENSG00000188580,NKAIN2
ENSG00000116014,KISS1R
ENSG00000185615,PDIA2
ENSG00000072041,SLC6A15
ENSG00000124302,CHST8
ENSG00000281103,TRG-AS1
ENSG00000243444,PALM2
ENSG00000136750,GAD2
ENSG00000185304,RGPD2
ENSG00000167244,IGF2
ENSG00000085552,IGSF9
ENSG00000101825,MXRA5
ENSG00000111057,KRT18
ENSG00000105707,HPN
ENSG00000183837,PNMA3
ENSG00000158865,SLC5A11
ENSG00000146352,CLVS2
ENSG00000189129,PLAC9
ENSG00000154975,CA10
ENSG00000132321,IQCA1
ENSG00000149527,PLCH2
ENSG00000157168,NRG1
ENSG00000231738,TSPAN19
ENSG00000154027,AK5
ENSG00000179178,TMEM125
ENSG00000176076,KCNE5
ENSG00000114757,PEX5L
ENSG00000276644,DACH1
ENSG00000169271,HSPB3
ENSG00000157766,ACAN
ENSG00000104722,NEFM
ENSG00000178773,CPNE7
ENSG00000183542,KLRC4
ENSG00000171724,VAT1L
ENSG00000150594,ADRA2A
ENSG00000180929,GPR62
ENSG00000204278,TMEM235
ENSG00000139329,LUM
ENSG00000186265,BTLA
ENSG00000091664,SLC17A6
ENSG00000086205,FOLH1
ENSG00000142910,TINAGL1
ENSG00000169507,SLC38A11
ENSG00000227392,HPN-AS1
ENSG00000188803,SHISA6
ENSG00000152582,SPEF2
ENSG00000164076,CAMKV
ENSG00000184378,ACTRT3
ENSG00000164932,CTHRC1
ENSG00000146250,PRSS35
ENSG00000157404,KIT
ENSG00000221946,FXYD7
ENSG00000080031,PTPRH
ENSG00000164736,SOX17
ENSG00000131634,TMEM204
ENSG00000176435,CLEC14A
ENSG00000065675,PRKCQ
ENSG00000176720,BOK
ENSG00000119946,CNNM1
ENSG00000174607,UGT8
ENSG00000184984,CHRM5
ENSG00000074211,PPP2R2C
ENSG00000185736,ADARB2
ENSG00000103089,FA2H
ENSG00000176956,LY6H
ENSG00000196415,PRTN3
ENSG00000280165,PCDH20
ENSG00000172399,MYOZ2
ENSG00000125046,SSUH2
ENSG00000164176,EDIL3
ENSG00000124205,EDN3
ENSG00000224924,LINC00320
ENSG00000151572,ANO4
ENSG00000169247,SH3TC2
ENSG00000168952,STXBP6
ENSG00000184672,RALYL
ENSG00000198822,GRM3
ENSG00000101327,PDYN
ENSG00000164484,TMEM200A
ENSG00000187730,GABRD
ENSG00000196104,SPOCK3
ENSG00000175084,DES
ENSG00000156574,NODAL
ENSG00000197587,DMBX1
ENSG00000167755,KLK6
ENSG00000186081,KRT5
ENSG00000196169,KIF19
ENSG00000204347,BTBD17
ENSG00000176840,MIR7-3HG
ENSG00000141433,ADCYAP1
ENSG00000162591,MEGF6
ENSG00000180828,BHLHE22
ENSG00000130300,PLVAP
ENSG00000135750,KCNK1
ENSG00000277494,GPIHBP1
ENSG00000060718,COL11A1
ENSG00000105695,MAG
ENSG00000188389,PDCD1
ENSG00000132185,FCRLA
ENSG00000135625,EGR4
ENSG00000111799,COL12A1
ENSG00000143341,HMCN1
ENSG00000169884,WNT10B
ENSG00000115602,IL1RL1
ENSG00000169006,NTSR2
ENSG00000138772,ANXA3
ENSG00000189068,VSTM1
ENSG00000120279,MYCT1
ENSG00000115112,TFCP2L1
ENSG00000162817,C1orf115
ENSG00000154262,ABCA6
ENSG00000138769,CDKL2
ENSG00000225629,HCG22
ENSG00000186281,GPAT2
ENSG00000168658,VWA3B
ENSG00000010438,PRSS3
ENSG00000163492,CCDC141
ENSG00000132744,ACY3
ENSG00000224689,ZNF812P
ENSG00000167434,CA4
ENSG00000100079,LGALS2
ENSG00000140932,CMTM2
ENSG00000174944,P2RY14
ENSG00000112782,CLIC5
ENSG00000186973,FAM183A
ENSG00000231427,LINC01445
ENSG00000122254,HS3ST2
ENSG00000123892,RAB38
ENSG00000129993,CBFA2T3
ENSG00000096696,DSP
ENSG00000138722,MMRN1
ENSG00000138755,CXCL9
ENSG00000007312,CD79B
ENSG00000101276,SLC52A3
ENSG00000106819,ASPN
ENSG00000204542,C6orf15
ENSG00000169877,AHSP
ENSG00000244734,HBB
ENSG00000224982,TMEM233
ENSG00000167858,TEKT1
ENSG00000197057,DTHD1
ENSG00000261997,RP11-212I21.4
ENSG00000183918,SH2D1A
ENSG00000197430,OPALIN
ENSG00000182836,PLCXD3
ENSG00000255980,AP000439.1
ENSG00000112936,C7
ENSG00000161055,SCGB3A1
ENSG00000161640,SIGLEC11
ENSG00000124466,LYPD3
ENSG00000105825,TFPI2
ENSG00000196209,SIRPB2
ENSG00000147256,ARHGAP36
ENSG00000121742,GJB6
ENSG00000156885,COX6A2
ENSG00000186047,DLEU7
ENSG00000145708,CRHBP
ENSG00000267364,RP11-47L3.1
ENSG00000185245,GP1BA
ENSG00000184254,ALDH1A3
ENSG00000106809,OGN
ENSG00000234906,APOC2
ENSG00000138207,RBP4
ENSG00000239961,LILRA4
ENSG00000173503,LTA
ENSG00000186188,FFAR4
ENSG00000097096,SYDE2
ENSG00000168334,XIRP1
ENSG00000181195,PENK
ENSG00000221887,HMSD
ENSG00000157005,SST
ENSG00000156076,WIF1
ENSG00000180871,CXCR2
ENSG00000002745,WNT16
ENSG00000145423,SFRP2
ENSG00000128040,SPINK2
ENSG00000151834,GABRA2
ENSG00000211592,IGKC
ENSG00000120937,NPPB
ENSG00000274736,CCL23
ENSG00000181634,TNFSF15
ENSG00000137078,SIT1
ENSG00000126251,GPR42
